team1_rating,team2_rating,team1_form,team2_form,rating_difference,team1_home,team2_home,neutral_venue,team1_won_toss,toss_bat,format_test,format_odi,format_t20,weather_sunny,weather_cloudy,weather_overcast,weather_humid,pitch_batting_paradise,pitch_batting_friendly,pitch_balanced,pitch_bowling_friendly,pitch_green_seamer,pitch_spin_friendly,team1_won
82,85,18,1,-3,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
85,65,0,15,20,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
81,65,1,1,16,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
70,82,4,17,-12,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
81,72,7,9,9,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
72,80,0,15,-8,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
78,70,0,14,8,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
72,85,9,13,-13,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1
82,65,6,9,17,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
85,78,13,15,7,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
72,81,6,1,-9,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
78,81,4,18,-3,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
80,65,10,12,15,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1
70,81,16,4,-11,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
70,81,19,12,-11,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
65,72,19,17,-7,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
65,80,0,15,-15,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
65,80,15,3,-15,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
65,85,10,10,-20,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
72,68,3,4,4,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
82,85,1,9,-3,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
78,82,11,8,-4,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
78,65,8,0,13,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
72,80,6,12,-8,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
65,82,4,19,-17,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
80,70,12,4,10,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
70,65,1,18,5,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
78,81,4,9,-3,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
78,88,6,8,-10,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
72,70,15,13,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
82,70,9,0,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
82,81,1,18,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
78,82,2,2,-4,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
82,70,0,10,12,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
65,68,2,18,-3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
78,70,15,20,8,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
82,68,1,20,14,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
85,68,20,13,17,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
88,80,11,5,8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
72,81,8,5,-9,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
72,85,10,7,-13,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1
78,68,16,0,10,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
85,82,11,13,3,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
68,78,12,5,-10,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
82,70,7,11,12,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
65,82,20,1,-17,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1
82,81,0,19,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
78,81,12,10,-3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1
88,82,13,10,6,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
70,82,10,9,-12,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
72,65,16,19,7,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
68,82,9,18,-14,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
78,65,4,5,13,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
65,82,5,14,-17,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
88,82,5,6,6,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
68,82,14,1,-14,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
82,80,12,16,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
80,82,3,10,-2,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
72,82,18,12,-10,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
70,85,11,0,-15,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
68,85,8,8,-17,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
72,85,13,10,-13,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
85,88,11,11,-3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
65,78,5,4,-13,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
80,85,19,15,-5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
81,65,12,7,16,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
68,70,11,20,-2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
70,78,18,10,-8,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
78,72,13,16,6,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
72,68,18,11,4,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
70,68,14,2,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
65,80,14,13,-15,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
82,78,15,5,4,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
82,68,10,3,14,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
70,88,5,15,-18,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
82,85,11,15,-3,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
65,88,15,11,-23,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
65,70,8,15,-5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
78,68,2,17,10,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
72,88,19,6,-16,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
65,68,4,3,-3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
80,78,3,8,2,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
82,68,13,10,14,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
81,80,2,13,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
85,88,17,5,-3,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
85,88,8,12,-3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
68,78,1,10,-10,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
85,68,8,2,17,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
65,78,9,13,-13,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
78,80,5,4,-2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
68,70,19,18,-2,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
78,68,4,6,10,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
80,88,16,18,-8,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
70,78,0,20,-8,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
70,88,7,14,-18,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
80,82,8,4,-2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
65,81,5,16,-16,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
81,88,5,15,-7,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
82,80,18,4,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
70,88,1,11,-18,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
70,81,17,4,-11,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
82,68,18,5,14,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1
68,78,6,10,-10,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
82,65,1,2,17,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
78,65,9,2,13,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
70,85,9,19,-15,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
85,72,2,3,13,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
78,81,17,0,-3,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
72,70,6,19,2,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
70,78,1,14,-8,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
80,65,3,6,15,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
78,82,15,11,-4,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
82,72,10,14,10,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
70,65,13,1,5,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
78,88,12,16,-10,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
82,85,18,6,-3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
78,85,14,12,-7,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
65,85,20,18,-20,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
81,80,12,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
81,72,0,0,9,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
82,72,19,17,10,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
78,68,12,15,10,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
65,81,14,18,-16,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
68,80,19,13,-12,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
80,78,1,12,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
85,88,4,18,-3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
68,82,13,3,-14,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
68,80,5,13,-12,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
80,72,5,14,8,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
81,88,2,18,-7,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
82,68,0,4,14,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
81,85,8,13,-4,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
65,88,13,8,-23,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
72,80,4,14,-8,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
78,81,15,4,-3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
72,68,8,1,4,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
70,72,3,4,-2,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
85,65,18,17,20,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
78,82,18,12,-4,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
82,65,5,14,17,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
85,78,0,12,7,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
70,81,10,4,-11,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
70,85,0,7,-15,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
70,82,16,0,-12,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
72,78,8,9,-6,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
72,68,3,17,4,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
85,80,4,20,5,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
81,65,7,3,16,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
82,65,12,11,17,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
70,78,20,15,-8,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
80,81,1,0,-1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
65,81,10,6,-16,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
70,72,12,11,-2,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
88,78,3,3,10,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
72,81,8,0,-9,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
81,88,16,8,-7,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
65,80,4,18,-15,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
81,68,9,2,13,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
68,82,9,18,-14,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
81,65,0,12,16,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
80,68,12,9,12,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1
70,72,9,17,-2,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1
68,65,20,15,3,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
82,80,2,0,2,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
88,80,13,10,8,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
70,68,9,11,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
88,70,15,3,18,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
80,82,8,0,-2,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
78,88,15,15,-10,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
78,88,3,0,-10,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
68,88,3,9,-20,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
88,82,10,16,6,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
80,68,20,8,12,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
81,65,2,16,16,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
80,85,20,4,-5,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
82,70,7,5,12,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
88,65,18,19,23,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
81,80,4,12,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
70,80,14,19,-10,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
78,65,3,19,13,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
85,72,5,1,13,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
65,88,2,5,-23,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
85,80,14,14,5,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
70,78,5,3,-8,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
70,68,0,12,2,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
85,65,16,12,20,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1
72,81,15,17,-9,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
65,72,11,19,-7,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
78,88,1,10,-10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
68,82,17,0,-14,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
65,88,17,12,-23,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
88,85,1,5,3,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
65,81,4,3,-16,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
88,78,19,11,10,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
65,88,13,14,-23,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
88,81,11,10,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
72,68,7,3,4,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
68,82,6,14,-14,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
70,81,3,18,-11,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1
82,70,8,13,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
85,70,19,8,15,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
70,88,6,13,-18,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
72,85,3,5,-13,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
78,68,5,0,10,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1
85,80,0,3,5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
72,68,7,6,4,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
88,70,4,8,18,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
80,88,0,3,-8,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
78,68,7,20,10,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
80,82,17,1,-2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
85,78,1,15,7,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
70,65,16,0,5,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
78,81,3,0,-3,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
82,80,1,8,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
81,70,5,18,11,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
70,78,0,12,-8,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
81,80,15,10,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
70,81,12,13,-11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
88,80,11,1,8,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
82,68,18,3,14,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
80,88,16,8,-8,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
78,70,19,1,8,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
85,81,16,2,4,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
65,85,13,12,-20,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
70,85,15,8,-15,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
88,80,9,12,8,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
88,65,8,1,23,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
78,72,20,0,6,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1
65,88,14,2,-23,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
85,72,20,13,13,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
78,68,19,9,10,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
88,78,8,14,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
65,80,1,14,-15,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
81,72,2,4,9,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
85,88,16,3,-3,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
70,81,1,7,-11,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
68,88,20,7,-20,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
82,81,4,13,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
68,88,14,5,-20,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
81,68,17,2,13,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
70,88,8,11,-18,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
85,65,4,0,20,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
81,72,14,8,9,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
85,72,20,6,13,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
72,80,9,8,-8,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
65,72,13,0,-7,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
65,81,12,10,-16,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
80,68,19,17,12,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1
82,68,4,17,14,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
70,72,20,1,-2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
65,72,19,16,-7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
68,85,5,20,-17,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
68,88,8,15,-20,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
72,68,8,3,4,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
81,72,1,1,9,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
81,78,13,15,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
70,80,13,1,-10,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
68,72,10,0,-4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
68,81,17,2,-13,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
80,85,20,13,-5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
82,72,10,12,10,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
78,81,17,14,-3,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
85,70,9,20,15,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
81,70,13,0,11,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
78,70,12,18,8,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
81,82,1,3,-1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
78,68,5,10,10,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
80,68,20,15,12,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
81,70,2,7,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
70,68,15,12,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
81,88,15,2,-7,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
65,85,1,4,-20,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
80,68,5,9,12,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
65,68,6,16,-3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
88,82,7,3,6,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
81,65,18,15,16,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1
80,85,10,17,-5,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
88,78,16,13,10,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
72,70,17,11,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
68,82,12,2,-14,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
68,81,9,13,-13,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
82,85,9,3,-3,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1
85,82,18,15,3,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
72,65,18,1,7,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
88,80,9,14,8,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1
